sent
165	,	0 , PNCT
165	стоит	0 стоять VERB impf intr actv sing pres 3per indc
166	подумать	0 подумать INFN perf intr actv
167	о	0 о PREP
168	гормональных	0 гормональный ADJF plur loct
169	препаратах	0 препарат NOUN masc inan plur loct
170	.	0 . PNCT
/sent
sent
170	И	0 и CONJ
171	вот	0 вот PRCL
172	из-за	0 из-за PREP
173	ничтожного	0 ничтожный ADJF masc sing gent
174	предохранителя	0 предохранитель NOUN masc inan sing gent
175	и	0 и CONJ
176	дежурного	0 дежурный NOUN masc anim sing gent
177	,	0 , PNCT
177	фамилию	0 фамилия NOUN femn inan sing accs
178	которого	0 который ADJF Apro masc sing gent
179	не	0 не PRCL
180	сохранит	0 сохранить VERB perf tran sing actv futr 3per indc
181	история	0 история NOUN femn inan sing nomn
182	,	0 , PNCT
182	накроется	0 накрыться VERB perf intr sing futr 3per indc
183	,	0 , PNCT
183	допустим	0 допустить VERB perf tran sing actv impr incl
184	,	0 , PNCT
184	РАО	0 РАО NOUN neut inan Fixd sing nomn
185	ЕЭС	0 ЕЭС NOUN neut inan Fixd sing nomn
186	--	0 -- PNCT
186	хотя	0 хотя CONJ
187	сегодня	0 сегодня ADVB
188	вам	0 вы ADJF Apro Subx plur 2per datv
189	любой	0 любой ADJF Apro Subx masc sing nomn
190	скажет	0 сказать VERB perf tran sing actv futr 3per indc
191	,	0 , PNCT
191	что	0 что CONJ
192	это	0 это ADJF Apro Subx neut sing nomn
193	невозможно	0 невозможный ADJS neut sing
194	.	0 . PNCT
/sent
sent
194	Так	0 так ADVB Ques
195	русские	0 русский NOUN masc anim plur nomn
196	выразили	0 выразить VERB perf tran plur actv past indc
197	своё	0 свой ADJF Apro neut sing accs inan
198	отношение	0 отношение NOUN neut inan sing accs
199	к	0 к PREP
200	командующему	0 командующий NOUN masc anim sing datv
201	силами	0 сила NOUN femn inan plur ablt
202	быстрого	0 быстрый ADJF neut sing gent
203	реагирования	0 реагирование NOUN neut inan sing gent
204	НАТО	0 НАТО NOUN neut inan Fixd sing gent
205	.	0 . PNCT
/sent
sent
205	Но	0 но CONJ
206	скоро	0 скоро ADVB
207	всё	0 всё ADJF Apro Subx neut sing nomn
208	изменится	0 измениться VERB perf intr sing futr 3per indc
209	к	0 к PREP
210	лучшему	0 лучшее NOUN neut inan sing datv
211	.	0 . PNCT
/sent
sent
211	В	0 в PREP
212	Танги-Чу	0 Танги-Чу NOUN neut inan Fixd sing accs
213	я	0 я ADJF Apro Subx sing 1per nomn
214	попала	0 попасть VERB perf intr actv femn sing past indc
215	через	0 через PREP
216	неделю	0 неделя NOUN femn inan sing accs
217	.	0 . PNCT
/sent
sent
217	В	0 в PREP
218	ответ	0 ответ NOUN masc inan sing accs
219	СССР	0 СССР NOUN masc inan Fixd sing nomn
220	заявил	0 заявить VERB perf tran masc sing actv past indc
221	,	0 , PNCT
221	что	0 что CONJ
222	она	0 она ADJF Apro Subx femn sing 3per nomn
223	запрещает	0 запрещать VERB impf tran sing actv pres 3per indc
224	применение	0 применение NOUN neut inan sing accs
225	оружия	0 оружие NOUN neut inan sing gent
226	в	0 в PREP
227	космосе	0 космос NOUN masc inan sing loct
228	,	0 , PNCT
228	но	0 но CONJ
229	не	0 не PRCL
230	его	0 его ADJF Apro
231	производство	0 производство NOUN neut inan sing accs
232	на	0 на PREP
233	земле	0 земля NOUN femn inan sing loct
234	.	0 . PNCT
/sent
sent
234	Интрига	0 интрига NOUN femn inan sing nomn
235	заключается	0 заключаться VERB impf intr sing pres 3per indc
236	в	0 в PREP
237	том	0 то ADJF Apro Subx neut sing loct
238	,	0 , PNCT
238	что	0 что CONJ
239	на	0 на PREP
240	ваших	0 ваш ADJF Apro plur loct
241	глазах	0 глаз NOUN masc inan plur loct
242	,	0 , PNCT
242	исходя	0 исходить GRND impf intr actv pres
243	из	0 из PREP
244	состояния	0 состояние NOUN neut inan sing gent
245	вашего	0 ваш ADJF Apro neut sing gent
246	личного	0 личный ADJF neut sing gent
247	лица	0 лицо NOUN neut inan sing gent
248	,	0 , PNCT
248	косметолог	0 косметолог NOUN masc anim sing nomn
249	создаёт	0 создавать VERB impf tran actv sing pres 3per indc
250	уникальную	0 уникальный ADJF femn sing accs
251	композицию	0 композиция NOUN femn inan sing accs
252	из	0 из PREP
253	экстрактов	0 экстракт NOUN masc inan plur gent
254	растений	0 растение NOUN neut inan plur gent
255	и	0 и CONJ
256	трав	0 трава NOUN femn inan plur gent
257	.	0 . PNCT
/sent
sent
257	Надо	0 надо PRED
258	сказать	0 сказать INFN perf tran actv
259	открыто	0 открыто ADVB
260	,	0 , PNCT
260	что	0 что CONJ
261	цель	0 цель NOUN femn inan sing nomn
262	России	0 Россия NOUN femn inan sing gent
263	--	0 -- PNCT
263	вступление	0 вступление NOUN neut inan sing nomn
264	в	0 в PREP
265	Европейский	0 европейский ADJF masc sing accs inan
266	Союз	0 союз NOUN masc inan sing accs
267	,	0 , PNCT
267	вступление	0 вступление NOUN neut inan sing nomn
268	в	0 в PREP
269	НАТО	0 НАТО NOUN neut inan Fixd sing accs
270	,	0 , PNCT
270	чтоб	0 чтоб CONJ
271	нас	0 мы ADJF Apro Subx plur 1per accs
272	не	0 не PRCL
273	захватил	0 захватить VERB perf tran masc sing actv past indc
274	Китай	0 Китай NOUN masc inan sing nomn
275	или	0 или CONJ
276	талибы	0 талиб NOUN masc anim plur nomn
277	.	0 . PNCT
/sent
sent
277	Впрочем	0 впрочем CONJ Prnt
278	,	0 , PNCT
278	Мирейя	0 Мирейя NOUN femn anim sing nomn
279	замужем	0 замужем PRED
280	,	0 , PNCT
280	а	0 а CONJ
281	если	0 если CONJ
282	тот	0 тот ADJF Apro masc sing nomn
283	господин	0 господин NOUN masc anim sing nomn
284	когда-либо	0 когда-либо ADVB Ques
285	и	0 и CONJ
286	найдёт	0 найти VERB perf tran sing actv futr 3per indc
287	свою	0 свой ADJF Apro femn sing accs
288	монегаску	0 монегаск NOUN masc anim sing datv
289	,	0 , PNCT
289	сам	0 сам ADJF Apro masc sing nomn
290	он	0 он ADJF Apro Subx masc sing 3per nomn
291	счастливым	0 счастливый ADJF masc sing ablt
292	налогонеплательщиком	0 налогонеплательщик NOUN masc anim sing ablt
293	всё	0 всё ADJF Apro Subx neut sing nomn
294	равно	0 равный ADJS neut sing
295	не	0 не PRCL
296	станет	0 стать VERB perf intr actv sing futr 3per indc
297	.	0 . PNCT
/sent
sent
297	А	0 а CONJ
298	тётка	0 тетка NOUN femn anim sing nomn
299	толстая	0 толстый ADJF femn sing nomn
300	ушла	0 уйти VERB perf intr actv femn sing past indc
301	.	0 . PNCT
/sent
sent
301	Женщинам	0 женщина NOUN femn anim plur datv
302	не	0 не PRCL
303	рекомендую	0 рекомендовать VERB impf tran sing actv pres 1per indc
304	.	0 . PNCT
/sent
sent
304	Первым	0 первый ADJF Anum masc sing ablt
305	подарил	0 подарить VERB perf tran masc sing actv past indc
306	первому	0 первый ADJF Anum masc sing datv
307	всенародно	0 всенародно ADVB
308	избранному	0 избранный ADJF masc sing datv
309	мэру	0 мэр NOUN masc anim sing datv
310	Лыскову	0 Лысков NOUN masc anim sing datv
311	кофеварку	0 кофеварка NOUN femn inan sing accs
312	"	0 " PNCT
312	Круппс	0 Круппс NOUN masc inan Fixd sing nomn
313	"	0 " PNCT
314	.	0 . PNCT
/sent
sent
315	Опять	0 опять ADVB
316	паясничали	0 паясничать VERB impf intr actv plur past indc
317	,	0 , PNCT
317	опять	0 опять ADVB
318	перекрасили	0 перекрасить VERB tran plur impf actv past indc
319	в	0 в PREP
320	розовый	0 розовый ADJF masc sing accs inan
321	...	0 ... PNCT
/sent
sent
321	Решение	0 решение NOUN neut inan sing nomn
322	правительства	0 правительство NOUN neut inan sing gent
323	не	0 не PRCL
324	дополнять	0 дополнять INFN impf tran actv
325	законопроект	0 законопроект NOUN masc inan sing accs
326	нормами	0 норма NOUN femn inan plur ablt
327	о	0 о PREP
328	НПФ	0 НПФ NOUN masc inan Fixd plur loct
329	было	0 быть VERB impf intr actv neut sing past indc
330	для	0 для PREP
331	нас	0 мы ADJF Apro Subx plur 1per gent
332	крайне	0 крайне ADVB
333	неприятной	0 неприятный ADJF femn sing ablt
334	новостью	0 новость NOUN femn inan sing ablt
335	.	0 . PNCT
/sent
sent
335	Сосредоточив	0 сосредоточить GRND perf tran actv past
336	внимание	0 внимание NOUN neut inan sing accs
337	на	0 на PREP
338	практичности	0 практичность NOUN femn inan sing loct
339	,	0 , PNCT
339	дизайнеры	0 дизайнер NOUN masc anim plur nomn
340	новой	0 новый ADJF femn sing gent
341	Almera	0 Almera UNKN
342	превратили	0 превратить VERB perf tran plur actv past indc
343	её	0 она ADJF Apro Subx femn sing 3per accs
344	прямо-таки	0 прямо-таки ADVB
345	в	0 в PREP
346	"	0 " PNCT
346	косметичку	0 косметичка NOUN femn inan sing accs
347	на	0 на PREP
348	колёсах	0 колесо NOUN neut inan plur loct
349	"	0 " PNCT
350	.	0 . PNCT
/sent
sent
351	Образцы	0 образец NOUN masc inan plur nomn
352	отменной	0 отменный ADJF femn sing gent
353	прозы	0 проза NOUN femn inan sing gent
354	от	0 от PREP
355	одного	0 один ADJF Apro masc sing gent
356	из	0 из PREP
357	идеологов	0 идеолог NOUN masc anim plur gent
358	сионизма	0 сионизм NOUN masc inan sing gent
359	.	0 . PNCT
/sent
sent
359	Как	0 как ADVB Ques
360	вы	0 вы ADJF Apro Subx plur 2per nomn
361	относитесь	0 относиться VERB impf intr plur pres 2per indc
362	к	0 к PREP
363	идее	0 идея NOUN femn inan sing datv
364	черноморско-балтийского	0 черноморско-балтийский ADJF masc sing gent
365	транспортного	0 транспортный ADJF masc sing gent
366	коридора	0 коридор NOUN masc inan sing gent
367	в	0 в PREP
368	обход	0 обход NOUN masc inan sing accs
369	России	0 Россия NOUN femn inan sing gent
370	,	0 , PNCT
370	которую	0 который ADJF Apro femn sing accs
371	выдвигает	0 выдвигать VERB impf tran sing actv pres 3per indc
372	президент	0 президент NOUN masc anim sing nomn
373	Квасьневский	0 Квасьневский NOUN masc anim sing nomn
374	?	0 ? PNCT
/sent
sent
374	Пол	0 пол NUMR
375	дюжины	0 дюжина NOUN femn inan sing gent
376	водолазных	0 водолазный ADJF plur gent
377	шлемов	0 шлем NOUN masc inan plur gent
378	--	0 -- PNCT
378	модели	0 модель NOUN femn inan plur nomn
379	1924	0 1924 NUMR
380	,	0 , PNCT
380	1943	0 1943 NUMR
381	,	0 , PNCT
381	1979	0 1979 NUMR
382	годов	0 год NOUN masc inan plur gent
383	.	0 . PNCT
/sent
sent
383	Она	0 она ADJF Apro Subx femn sing 3per nomn
384	даже	0 даже PRCL
385	в	0 в PREP
386	одном	0 один ADJF Apro masc sing loct
387	ценовом	0 ценовой ADJF masc sing loct
388	диапазоне	0 диапазон NOUN masc inan sing loct
389	с	0 с PREP
390	"	0 " PNCT
390	Мондео	0 мондео NOUN masc inan Fixd sing ablt
391	"	0 " PNCT
392	.	0 . PNCT
/sent
sent
393	Раньше	0 рано ADVB
394	я	0 я ADJF Apro Subx sing 1per nomn
395	думал	0 думать VERB impf intr actv masc sing past indc
396	,	0 , PNCT
396	что	0 что CONJ
397	английским	0 английский ADJF masc sing ablt
398	бывает	0 бывать VERB impf intr actv sing pres 3per indc
399	только	0 только PRCL
400	five	0 five UNKN
401	o'clock	0 o'clock UNKN
402	--	0 -- PNCT
402	чай	0 чай NOUN masc inan sing nomn
403	в	0 в PREP
404	пять	0 пять NUMR accs
405	пополудни	0 пополудни ADVB
406	.	0 . PNCT
/sent
sent
406	Если	0 если CONJ
407	вы	0 вы ADJF Apro Subx plur 2per nomn
408	пришли	0 прийти VERB perf intr actv plur past indc
409	сюда	0 сюда ADVB Ques
410	с	0 с PREP
411	дамой	0 дама NOUN femn anim sing ablt
412	сердца	0 сердце NOUN neut inan sing gent
413	,	0 , PNCT
413	простая	0 простой ADJF femn sing nomn
414	,	0 , PNCT
414	казалось	0 казаться VERB impf intr neut sing past indc
415	бы	0 бы PRCL
416	,	0 , PNCT
416	железка	0 железка NOUN femn inan sing nomn
417	создаёт	0 создавать VERB impf tran actv sing pres 3per indc
418	нужный	0 нужный ADJF masc sing accs inan
419	романтический	0 романтический ADJF masc sing accs inan
420	накал	0 накал NOUN masc inan sing accs
421	.	0 . PNCT
/sent
sent
421	Денег	0 деньги NOUN plur gent
422	нет	0 нет PRED
423	,	0 , PNCT
423	Министерство	0 министерство NOUN neut inan sing nomn
424	обороны	0 оборона NOUN femn inan sing gent
425	не	0 не PRCL
426	платит	0 платить VERB impf tran sing actv pres 3per indc
427	.	0 . PNCT
/sent
sent
427	Машину	0 машина NOUN femn inan sing accs
428	мыть	0 мыть INFN impf tran actv
429	,	0 , PNCT
429	лошадей	0 лошадь NOUN femn anim plur accs
430	гулять	0 гулять INFN impf intr actv
431	?	0 ? PNCT
/sent
sent
431	Очень	0 очень ADVB
432	жалею	0 жалеть VERB impf tran sing actv pres 1per indc
433	,	0 , PNCT
433	что	0 что CONJ
434	Кириенко	0 Кириенко NOUN Ms-f anim Fixd sing nomn
435	влез	0 влезть VERB perf intr actv masc sing past indc
436	в	0 в PREP
437	московские	0 московский ADJF plur accs inan
438	дела	0 дело NOUN neut inan plur accs
439	.	0 . PNCT
/sent
sent
439	Для	0 для PREP
440	того	0 то ADJF Apro Subx neut sing gent
441	чтобы	0 чтобы CONJ
442	выяснить	0 выяснить INFN perf tran actv
443	,	0 , PNCT
443	на	0 на PREP
444	вас	0 вы ADJF Apro Subx plur 2per accs
445	ли	0 ли CONJ
446	выписан	0 выписать PRTS perf masc sing pssv past
447	телефон	0 телефон NOUN masc inan sing nomn
448	(	0 ( PNCT
448	кстати	0 кстати CONJ Prnt
449	,	0 , PNCT
449	удостоверение	0 удостоверение NOUN neut inan sing accs
450	личности	0 личность NOUN femn inan sing gent
451	не	0 не PRCL
452	проверяют	0 проверять VERB impf tran plur actv pres 3per indc
453	.	0 . PNCT
454	-	0 - PNCT
455	-	0 - PNCT
456	Ъ	0 Ъ UNKN
457	)	0 ) PNCT
457	и	0 и CONJ
458	соответствует	0 соответствовать VERB impf intr actv sing pres 3per indc
459	ли	0 ли CONJ
460	аппарат	0 аппарат NOUN masc inan sing nomn
461	разрешению	0 разрешение NOUN neut inan sing datv
462	.	0 . PNCT
/sent
sent
462	Увы	0 увы INTJ
463	,	0 , PNCT
463	в	0 в PREP
464	действительности	0 действительность NOUN femn inan sing loct
465	всё	0 всё ADJF Apro Subx neut sing nomn
466	оказалось	0 оказаться VERB perf intr neut sing past indc
467	не	0 не PRCL
468	так	0 так ADVB Ques
469	.	0 . PNCT
/sent
sent
469	Но	0 но CONJ
470	овчинка	0 овчинка NOUN femn inan sing nomn
471	выделки	0 выделка NOUN femn inan sing gent
472	стоит	0 стоить VERB impf tran actv sing pres 3per indc
473	!	0 ! PNCT
/sent
sent
473	Стараюсь	0 стараться VERB impf intr sing pres 1per indc
474	в	0 в PREP
475	выходные	0 выходной NOUN masc inan plur accs
476	выезжать	0 выезжать INFN impf intr actv
477	с	0 с PREP
478	дочкой	0 дочка NOUN femn anim sing ablt
479	в	0 в PREP
480	загородный	0 загородный ADJF masc sing accs inan
481	конный	0 конный ADJF masc sing accs inan
482	клуб	0 клуб NOUN masc inan sing accs
483	.	0 . PNCT
/sent
sent
483	А	0 а CONJ
484	это	0 это ADJF Apro Subx neut sing nomn
485	значит	0 значить VERB impf tran sing actv pres 3per indc
486	,	0 , PNCT
486	например	0 например CONJ Prnt
487	,	0 , PNCT
487	что	0 что CONJ
488	реформу	0 реформа NOUN femn inan sing accs
489	ЖКХ	0 ЖКХ NOUN neut inan Fixd sing gent
490	,	0 , PNCT
490	позволяющую	0 позволять PRTF impf tran femn sing accs actv pres
491	переложить	0 переложить INFN perf tran actv
492	расходы	0 расход NOUN masc inan plur accs
493	на	0 на PREP
494	поддержание	0 поддержание NOUN neut inan sing accs
495	коммунального	0 коммунальный ADJF neut sing gent
496	хозяйства	0 хозяйство NOUN neut inan sing gent
497	с	0 с PREP
498	государства	0 государство NOUN neut inan sing gent
499	на	0 на PREP
500	граждан	0 гражданин NOUN masc anim plur accs
501	(	0 ( PNCT
501	кстати	0 кстати CONJ Prnt
502	,	0 , PNCT
502	эти	0 этот ADJF Apro plur nomn
503	расходы	0 расход NOUN masc inan plur nomn
504	оцениваются	0 оцениваться VERB impf intr plur pres 3per indc
505	как	0 как CONJ
506	раз	0 раз NOUN masc inan sing nomn
507	в	0 в PREP
508	100	0 100 NUMR
509	млрд	0 миллиард NOUN masc inan plur gent
510	рублей	0 рубль NOUN masc inan plur gent
511	)	0 ) PNCT
512	,	0 , PNCT
513	следует	0 следовать VERB impf intr actv sing pres 3per indc
514	проводить	0 проводить INFN impf tran actv
515	немедленно	0 немедленно ADVB
516	.	0 . PNCT
/sent
sent
516	Красивый	0 красивый ADJF masc sing nomn
517	самолёт	0 самолет NOUN masc inan sing nomn
518	хорошо	0 хорошо ADVB
519	летает	0 летать VERB impf intr actv sing pres 3per indc
520	,	0 , PNCT
520	а	0 а CONJ
521	красивая	0 красивый ADJF femn sing nomn
522	машина	0 машина NOUN femn inan sing nomn
523	--	0 -- PNCT
523	классно	0 классно ADVB
524	ездит	0 ездить VERB impf intr actv sing pres 3per indc
525	.	0 . PNCT
/sent
sent
525	6	0 6 NUMR
526	.	0 . PNCT
526	В	0 в PREP
527	продолжение	0 продолжение NOUN neut inan sing accs
528	собственных	0 собственный ADJF plur gent
529	традиций	0 традиция NOUN femn inan plur gent
530	швейцарские	0 швейцарский ADJF plur nomn
531	часовщики	0 часовщик NOUN masc anim plur nomn
532	из	0 из PREP
533	фирмы	0 фирма NOUN femn inan sing gent
534	Eberhard	0 Eberhard UNKN
535	&	0 & PNCT
535	Co	0 Co UNKN
536	,	0 , PNCT
536	чьи	0 чей ADJF Apro plur nomn
537	специалисты	0 специалист NOUN masc anim plur nomn
538	выполняли	0 выполнять VERB impf tran plur actv past indc
539	хронометраж	0 хронометраж NOUN masc inan sing accs
540	первых	0 первый ADJF Anum plur gent
541	в	0 в PREP
542	истории	0 история NOUN femn inan sing loct
543	автогонок	0 автогонки NOUN plur gent
544	,	0 , PNCT
544	придумали	0 придумать VERB perf tran plur actv past indc
545	и	0 и CONJ
546	запатентовали	0 запатентовать VERB perf tran plur actv past indc
547	новую	0 новый ADJF femn sing accs
548	конструкцию	0 конструкция NOUN femn inan sing accs
549	расположения	0 расположение NOUN neut inan sing gent
550	счётчиков	0 счетчик NOUN masc inan plur gent
551	секунд	0 секунда NOUN femn inan plur gent
552	,	0 , PNCT
552	хронографа	0 хронограф NOUN masc inan sing gent
553	и	0 и CONJ
554	часового	0 часовой ADJF masc sing gent
555	индикатора	0 индикатор NOUN masc inan sing gent
556	.	0 . PNCT
/sent
sent
556	Трезвость	0 трезвость NOUN femn inan sing nomn
557	--	0 -- PNCT
557	это	0 это PRCL
558	сверхчеловечно	0 сверхчеловечный ADJS neut sing
559	.	0 . PNCT
/sent
sent
559	До	0 до PREP
560	ближайшей	0 ближайший ADJF femn sing gent
561	следующей	0 следующий ADJF femn sing gent
562	даты	0 дата NOUN femn inan sing gent
563	захоронения	0 захоронение NOUN neut inan sing gent
564	осталось	0 остаться VERB perf intr neut sing past indc
565	меньше	0 мало NUMR
566	недели	0 неделя NOUN femn inan sing gent
567	.	0 . PNCT
/sent
sent
567	И	0 и CONJ
568	при	0 при PREP
569	этом	0 это ADJF Apro Subx neut sing loct
570	--	0 -- PNCT
570	день	0 день NOUN masc inan sing nomn
571	и	0 и CONJ
572	ночь	0 ночь NOUN femn inan sing nomn
573	,	0 , PNCT
573	так	0 так ADVB Ques
574	мне	0 я ADJF Apro Subx sing 1per datv
575	,	0 , PNCT
575	по	0 по PREP
576	крайней	0 крайний ADJF femn sing datv
577	мере	0 мера NOUN femn inan sing datv
578	,	0 , PNCT
